time,open,high,low,close,ask_size,bid_size
2025-06-26 23:00:00,106978.6,106985.2,106953.0,106962.8,6.993765,1.104152
2025-06-26 23:01:00,106963.8,106998.8,106963.8,106984.5,0.697908,1.436639
2025-06-26 23:02:00,106984.5,106989.8,106933.5,106950.8,4.105374,1.898476
2025-06-26 23:03:00,106950.9,106972.7,106943.8,106953.7,2.067702,0.855518
2025-06-26 23:04:00,106953.8,106953.8,106893.3,106893.4,2.96629,0.731875
2025-06-26 23:05:00,106893.4,106915.4,106860.2,106902.1,1.541426,2.060475
2025-06-26 23:06:00,106902.1,106903.7,106874.9,106903.7,1.296816,2.105453
2025-06-26 23:07:00,106903.7,106907.2,106882.5,106895.1,4.035725,2.5521819999999997
2025-06-26 23:08:00,106895.1,106915.1,106895.1,106895.9,1.282415,1.629548
2025-06-26 23:09:00,106895.9,106916.0,106895.9,106909.5,0.71552,0.77351
2025-06-26 23:10:00,106909.5,106955.7,106882.9,106928.6,2.515073,2.730641
2025-06-26 23:11:00,106928.6,106968.4,106928.6,106959.4,1.01695,2.594408
2025-06-26 23:12:00,106959.4,106977.9,106927.7,106927.7,2.160285,0.422238
2025-06-26 23:13:00,106927.8,106927.8,106907.4,106923.5,0.355019,0.56088
2025-06-26 23:14:00,106923.6,106930.9,106878.3,106878.3,1.5515160000000001,1.251271
2025-06-26 23:15:00,106878.4,106897.0,106878.4,106882.5,0.760084,1.8767800000000001
2025-06-26 23:16:00,106882.5,106928.6,106882.5,106914.0,0.998399,0.932551
2025-06-26 23:17:00,106913.3,106941.8,106913.2,106941.8,0.40905400000000003,0.634344
2025-06-26 23:18:00,106942.9,106966.7,106941.3,106961.1,0.7402690000000001,0.846089
2025-06-26 23:19:00,106961.2,106966.7,106960.5,106962.0,2.523202,0.007399
2025-06-26 23:20:00,106962.1,106962.1,106908.0,106937.7,4.071494,1.469492
2025-06-26 23:21:00,106937.7,106951.2,106936.3,106936.3,1.749085,0.460809
2025-06-26 23:22:00,106937.7,106994.2,106915.9,106994.2,2.036946,5.169315
2025-06-26 23:23:00,106995.5,107045.3,106995.5,107045.2,2.989246,3.415624
2025-06-26 23:24:00,107045.2,107067.8,107045.2,107046.8,2.6674260000000003,0.701188
2025-06-26 23:25:00,107046.8,107046.8,107008.5,107012.5,4.6058,0.59015
2025-06-26 23:26:00,107012.5,107037.9,107012.5,107037.8,0.117259,2.131264
2025-06-26 23:27:00,107037.9,107050.6,107037.9,107043.7,0.510609,0.477401
2025-06-26 23:28:00,107043.7,107043.8,107043.7,107043.7,0.037744,0.004986
2025-06-26 23:29:00,107043.7,107043.8,107006.3,107006.3,1.2485870000000001,0.006939
2025-06-26 23:30:00,107006.4,107006.4,106973.3,106980.7,5.920962,1.933176
2025-06-26 23:31:00,106980.7,107001.8,106975.3,106975.6,1.731817,2.737624
2025-06-26 23:32:00,106975.5,106997.5,106965.2,106991.0,2.164847,1.896759
2025-06-26 23:33:00,106991.0,106991.0,106936.5,106936.5,1.432306,0.006986
2025-06-26 23:34:00,106935.3,106935.4,106924.0,106926.4,0.264268,1.764239
2025-06-26 23:35:00,106926.5,106977.4,106926.5,106976.2,0.69218,4.872829
2025-06-26 23:36:00,106976.2,107034.8,106976.2,107034.7,2.872379,2.4106
2025-06-26 23:37:00,107034.7,107055.8,107034.7,107043.1,0.9123,0.364908
2025-06-26 23:38:00,107043.1,107048.5,107023.5,107023.5,2.42368,1.2937130000000001
2025-06-26 23:39:00,107023.5,107023.5,106993.5,106993.5,0.7181339999999999,0.958822
